timestamp,AX_raw,AY_raw,AZ_raw,GX_raw,GY_raw,GZ_raw,MX_raw,MY_raw,MZ_raw
1770405574.839428,696,-70,-2265,-715,2630,542,-150,-349,263
1770405574.939435,778,18,-2127,366,2700,485,-250,-361,175
1770405575.039173,861,-23,-2265,-13,1373,66,-302,-348,95
1770405575.180591,981,2,-2018,224,1024,-15,-311,-348,57
1770405575.239564,1039,-58,-2003,93,1289,-13,-304,-342,38
1770405575.339418,1012,80,-1791,64,768,-160,-293,-341,7
1770405575.539743,1004,24,-1923,-1,-522,-25,-285,-342,-3
1770405575.639741,996,-12,-1956,-13,-405,60,-289,-344,11
1770405575.739869,1005,0,-2011,-11,-146,18,-293,-343,23
1770405575.840092,1003,-1,-1930,-2,125,20,-296,-342,25
1770405575.940128,1003,-8,-1960,-6,-86,22,-295,-340,22
1770405576.040184,1001,-5,-1994,-12,-185,-13,-297,-341,26
1770405576.140158,1002,1,-1984,-12,-54,-33,-297,-343,33
1770405576.240330,1006,-4,-1981,-6,5,8,-297,-344,30
1770405576.340439,1004,-2,-1984,-5,-4,0,-298,-343,31
1770405576.440492,1005,0,-1998,-7,-8,-8,-297,-342,32
1770405576.540431,1003,-2,-2002,-5,-8,7,-297,-343,33
1770405576.640459,999,1,-1993,-6,-8,-1,-297,-344,32
1770405576.740708,1001,-3,-1982,-6,5,7,-297,-343,31
1770405576.840799,1004,0,-1995,-6,-11,3,-297,-343,32
1770405576.940623,1004,-3,-1996,-6,-12,6,-298,-343,31
1770405577.040672,1000,-5,-1989,-5,5,6,-298,-343,35
1770405577.160708,1005,-1,-1992,-2,45,19,-298,-344,32
1770405577.241025,1006,-8,-1982,-4,35,21,-299,-342,31
1770405577.341114,1004,-3,-1987,-6,-18,-3,-299,-341,29
1770405577.441166,1008,-9,-1989,-6,-12,7,-299,-342,30
1770405577.541205,1005,-11,-1978,-5,-2,8,-299,-342,31
1770405577.641197,1004,-7,-1991,-6,-23,1,-300,-341,30
1770405577.741338,1003,-7,-1993,-6,-3,4,-299,-342,35
1770405577.841434,1003,-5,-1995,-6,-21,-13,-299,-341,32
1770405577.941495,1004,-5,-1994,-6,-11,-8,-299,-341,32
1770405578.041534,1003,-9,-1992,-6,-9,-5,-300,-343,34
1770405578.181432,1005,-3,-2002,-6,-10,-10,-299,-343,34
1770405578.241652,1002,-3,-1995,-6,2,-4,-299,-343,34
1770405578.341644,1002,-1,-1996,-6,0,-11,-298,-343,36
1770405578.441793,1005,-1,-1994,-5,15,0,-298,-343,36
1770405578.541490,1005,-5,-1991,-5,17,3,-297,-343,34
1770405578.641467,1003,-2,-1993,-6,-17,-7,-297,-343,34
1770405578.741815,1005,-3,-1992,-5,2,1,-297,-344,32
1770405578.842076,1004,-3,-1996,-4,10,2,-297,-343,32
1770405578.942008,1007,-2,-1997,-5,0,0,-297,-343,32
1770405579.042212,1007,-2,-1998,-5,-8,0,-297,-344,34
1770405579.142140,1004,-1,-1996,-6,-10,-1,-297,-343,34
1770405579.242340,1002,-3,-1992,-6,-7,0,-297,-343,36
1770405579.342404,1003,-3,-1999,-5,-6,2,-296,-344,35
1770405579.442332,1004,1,-2002,-5,1,-5,-297,-343,35
1770405579.542544,1005,-1,-1996,-4,20,4,-296,-343,34
1770405579.642599,1003,-1,-1986,-5,10,1,-297,-344,35
1770405579.742671,1003,2,-2009,-6,-28,-5,-296,-345,35
1770405579.842661,1003,1,-2000,-5,1,3,-297,-344,36
1770405579.942583,1001,1,-1994,-5,-2,-1,-297,-343,34
1770405580.042729,1002,-1,-1994,-5,-2,1,-296,-345,33
1770405580.162660,1004,0,-1995,-5,-4,-1,-296,-344,34
1770405580.243010,1004,-1,-1996,-5,0,2,-296,-344,37
1770405580.342908,1002,0,-2003,-5,-3,1,-296,-343,33
1770405580.442990,1000,3,-1996,-5,-1,2,-297,-344,34
1770405580.543086,1002,0,-1996,-5,-12,-4,-297,-344,34
1770405580.642874,1004,-3,-1994,-5,0,6,-296,-345,36
1770405580.742899,1004,-1,-1993,-4,15,7,-297,-344,36
1770405580.843284,1004,0,-2001,-5,-3,4,-296,-344,37
1770405580.943219,1004,-1,-2001,-5,0,6,-297,-344,35
1770405581.043506,1005,-2,-1997,-4,10,5,-297,-344,37
1770405581.183540,1004,-3,-1995,-5,3,6,-297,-344,33
1770405581.243493,1003,-2,-2001,-5,-5,5,-297,-343,35
1770405581.343770,1005,-1,-2005,-5,-7,1,-299,-344,34
1770405581.443720,1004,-3,-1998,-5,1,5,-299,-344,37
1770405581.543709,1005,-3,-1999,-5,-6,6,-299,-343,35
1770405581.643724,1011,-5,-2012,-5,2,-4,-299,-344,35
1770405581.743917,1003,-1,-2012,-4,76,-12,-297,-344,35
1770405581.844070,1016,-27,-2024,-5,494,-45,-297,-343,32
1770405581.944043,991,2,-1948,12,1097,-255,-289,-344,14
1770405582.244243,557,-160,-1573,522,2756,492,-202,-355,-94
1770405582.344322,148,127,-1052,320,3951,-437,-166,-357,-114
1770405582.443311,39,318,-590,-602,3093,-780,-86,-370,-130
1770405582.544318,-108,83,-1000,-373,148,6,-28,-367,-150
1770405582.643492,-101,70,-983,-64,-152,18,-27,-365,-159
1770405582.743325,-100,76,-981,37,4,1,-27,-363,-160
1770405582.844650,-97,78,-986,-10,-27,1,-28,-363,-160
1770405583.043717,-94,75,-985,4,-11,4,-28,-363,-158
1770405583.164572,-93,76,-983,-3,-3,1,-29,-363,-161
1770405583.243500,-92,76,-985,3,-13,0,-29,-363,-159
1770405583.344945,-88,77,-989,-2,-11,2,-29,-362,-161
1770405583.443972,-90,75,-990,-7,11,1,-30,-362,-158
1770405583.545062,-90,77,-990,1,-6,0,-30,-363,-159
1770405583.644122,-91,77,-989,-1,1,0,-29,-364,-160
1770405583.744173,-91,78,-986,-1,6,1,-30,-364,-157
1770405583.844957,-91,78,-987,-4,3,1,-29,-363,-159
1770405583.944159,-92,76,-989,-7,-1,1,-29,-363,-159
1770405584.044330,-92,78,-989,-8,2,1,-30,-363,-158
1770405584.185270,-91,78,-988,-8,0,1,-30,-364,-158
1770405584.244449,-90,78,-987,-7,0,1,-30,-363,-158
1770405584.345490,-90,78,-989,-9,-2,1,-30,-364,-159
1770405584.444469,-92,77,-989,-11,0,1,-29,-363,-159
1770405584.544478,-92,77,-989,-6,0,0,-30,-363,-158
1770405584.645727,-91,76,-989,-8,1,1,-29,-363,-162
